human,model,comb none,comb confusion,comb temperature scaling
0.95,0.8896666666666667,0.96,0.9566666666666667
0.95,0.8896666666666667,0.96,0.9566666666666667
0.9503333333333334,0.885,0.9613333333333334,0.955
0.9503333333333334,0.885,0.9613333333333334,0.955
0.9536666666666667,0.8833333333333333,0.9613333333333334,0.957
0.9536666666666667,0.8833333333333333,0.9613333333333334,0.957
0.9546666666666667,0.8896666666666667,0.9603333333333334,0.958
0.9546666666666667,0.8896666666666667,0.9603333333333334,0.958
0.9553333333333334,0.885,0.9606666666666667,0.9566666666666667
0.9553333333333334,0.885,0.9606666666666667,0.9566666666666667
0.9546666666666667,0.8946666666666667,0.9646666666666667,0.959
0.9546666666666667,0.8946666666666667,0.9646666666666667,0.959
0.956,0.8846666666666667,0.963,0.9596666666666667
0.956,0.8846666666666667,0.963,0.9596666666666667
0.9533333333333334,0.892,0.963,0.9593333333333334
0.9533333333333334,0.892,0.963,0.9593333333333334
0.952,0.8836666666666667,0.9603333333333334,0.955
0.952,0.8836666666666667,0.9603333333333334,0.955
0.956,0.8866666666666667,0.9626666666666667,0.957
0.956,0.8866666666666667,0.9626666666666667,0.957
0.953,0.8873333333333333,0.963,0.961
0.953,0.8873333333333333,0.963,0.961
0.9553333333333334,0.897,0.9663333333333334,0.9623333333333334
0.9553333333333334,0.897,0.9663333333333334,0.9623333333333334
0.9473333333333334,0.8856666666666667,0.9596666666666667,0.9543333333333334
0.9473333333333334,0.8856666666666667,0.9596666666666667,0.9543333333333334
0.9516666666666667,0.8903333333333333,0.9593333333333334,0.9556666666666667
0.9516666666666667,0.8903333333333333,0.9593333333333334,0.9556666666666667
0.9586666666666667,0.8926666666666667,0.9656666666666667,0.96
0.9586666666666667,0.8926666666666667,0.9656666666666667,0.96
0.9583333333333334,0.8793333333333333,0.967,0.964
0.9583333333333334,0.8793333333333333,0.967,0.964
0.9523333333333334,0.8866666666666667,0.9606666666666667,0.956
0.9523333333333334,0.8866666666666667,0.9606666666666667,0.956
0.9496666666666667,0.885,0.9603333333333334,0.955
0.9496666666666667,0.885,0.9603333333333334,0.955
0.9583333333333334,0.881,0.9636666666666667,0.9563333333333334
0.9583333333333334,0.881,0.9636666666666667,0.9563333333333334
0.9513333333333334,0.8853333333333333,0.9636666666666667,0.958
0.9513333333333334,0.8853333333333333,0.9636666666666667,0.958
0.9503333333333334,0.887,0.957,0.9526666666666667
0.9503333333333334,0.887,0.957,0.9526666666666667
0.9536666666666667,0.8906666666666667,0.9606666666666667,0.9556666666666667
0.9536666666666667,0.8906666666666667,0.9606666666666667,0.9556666666666667
0.9526666666666667,0.8826666666666667,0.9583333333333334,0.956
0.9526666666666667,0.8826666666666667,0.9583333333333334,0.956
0.9556666666666667,0.8916666666666667,0.9603333333333334,0.9546666666666667
0.9556666666666667,0.8916666666666667,0.9603333333333334,0.9546666666666667
0.9613333333333334,0.8826666666666667,0.9623333333333334,0.959
0.9613333333333334,0.8826666666666667,0.9623333333333334,0.959
